"Glottocode","ISO","Lect","lon","lat","Family","Type","Author","Year","Title","Publisher","School","Booktitle","Editor","Journal","Pages","Volume","Number","Edition","Phoneme","Tone","Onset","Nucleus","Coda","Note"
"lash1243","lsi","Lashi",98.5481,26.0992,"Sino-Tibetan","BOOK","Dai 載, Qingxia 庆厦 and Li 李, Jie 洁","2007","Leqiyu Yanjiu 勒期语研究 [Leqi language]","Zhongyang Minzu Daxue Chubanshe 中央民族大学出版社",,,,,,,,,"p pʰ m pʲ pʰʲ mʲ f v t tʰ n l t͡s t͡sʰ s t͡ʃ t͡ʃʰ ʃ ʒ k kʰ ŋ x ɣ kʲ kʰʲ ŋʲ xʲ j w ʔ z i e ɛ a o u ə y ʒ ḭ ḛ a̰ o̰ ṵ ə̰ zː iː eː ɛː aː ɔː uː əː yː ʒ̰ ḭː ɛ̰ː a̰ː ɔ̰ː ṵː ə̰ː y̰ː","55 33 53 31","# p pʰ m pʲ pʰʲ mʲ f v t tʰ n l t͡s t͡sʰ s t͡ʃ t͡ʃʰ ʃ ʒ k kʰ ŋ x ɣ kʲ kʰʲ ŋʲ xʲ j w","i e ɛ a o u ə y ʒ ḭ ḛ a̰ o̰ ṵ ə̰ zː iː eː ɛː aː ɔː u: əː yː ʒ̰ ḭː ɛ̰ː a̰ː ɔ̰ː ṵː ə̰ː y̰ː ḛi eːi ḛːi aːi a̰ːi ɔi ɔ̰i ɔːi ɔ̰ːi ui ua uɛ au aːu a̰ːu ou o̰u iau ia̰ ua̰","# p t k ʔ m n ŋ",
"latv1249","lav","Latvian",24.309118,56.826108,"Indo-European","BOOK","Karins, A Krisjanis","1996","The prosodic structure of Latvian","University of Pennsylvania",,,,,,,,,"p b t d c ɟ k ɡ m n ɲ r f v s z ʃ ʒ x j l ʎ t͡s d͡z t͡ʃ d͡ʒ i u ɛ ɔ æ a iː uː ɛː ɔː æː aː","H L","# C pr pl pʎ br bl bʎ tr tv dr dv kr kl kʎ kn kɲ kv ɡr ɡl ɡʎ n ɡv sp st sk sl sm sn sv ʃc ʃr ʃʎ ʃm ʃɲ ʃv zn zv ʒɲ ʒv vr spr spl spʎ str skr skl ʃpr ʃpl ʃpʎ ʃtr","i u ɛ ɔ æ a iː uː ɛː ɔː æː aː ia ɛi ɛu ai au ui uɔ iu ɔi ɔu R","# C CC CCC CCCC","<ʃ ʒ tʃ dʒ> are classified as ``alveolar'' but I assume them to be palato-alveolar."
"lave1248","lbo","Laven",106.322,15.2726,"Austroasiatic","MASTERSTHESIS","Jacq, Pascale","2001","A description of Jruq (Loven): a Mon-Khmer language of the Lao PDR",,"Australian National University",,,,,,,,"pʰ tʰ kʰ p t c k ʔ b d ɟ ɡ m n ɲ ŋ w l j r s h i ɨ u e ə o ɛ ʌ ɔ a iː ɨː uː eː əː oː ɛː ʌː ɔː aː","-","pʰ tʰ kʰ p t c k ʔ b d ɟ ɡ m n ɲ ŋ w l j r s h [bdɟɡ][rl] sr sʔ sw hp ht hk hʔ hb hd h hɡ hm hn hɲ hŋ hw hl hj hr pʰC tʰC kʰC pC tC cC kC ʔC pcr psr hkr hbr tpl tbl kdr kbr pdr ʔbr ʔdr ʔɡlo smʔ kml","i ɨ u e ə o ɛ ʌ ɔ a iː ɨː uː eː əː oː ɛː ʌː ɔː aː ie ɨə uo ia ua","# p t c k ʔ m n ɲ ŋ w l j r s h","Short monophthongs and long monophthongs are transcribed in the source as extra short vowels and normal vowels. Here I transcribe them as normal vowels and long vowels."
"lazz1240","lzz","Laz",41.9096,41.5004,"Kartvelian","PHDTHESIS","Lacroix, René","2009","Description du dialecte laze d'Arhavi (caucasique du sud, Turquie): Grammaire et textes [Description of the Laz dialect of Arhavi (South Caucasian, Turkey): Grammar and texts]",,"Université Lumière Lyon 2",,,,,,,,"i u e o a p t k pˀ tˀ kˀ b d ɡ t͡s t͡ʃ t͡sˀ t͡ʃˀ d͡ʒ d͡ʒˀ s ʃ χ h z ʒ ʁ m n l ʋ ɹ j","-","# p t k pˀ tˀ kˀ b d ɡ t͡s t͡ʃ t͡sˀ t͡ʃˀ d͡ʒ d͡ʒ s ʃ χ h z ʒ ʁ m n l ʋ ɹ j t͡ʃχ t͡sχ d͡zʁ t͡ʃʋ t͡ʃk d͡ʒɡ t͡ʃkˀ χʋ sʋ ʃʋ sk ʃk st zd nd͡ʒ nt͡ʃ nt͡ʃˀ nt͡s nt͡sˀ md͡ʒ md͡ʒˀ ms mx mz mʒ mʁ nd nt ntˀ nɡ nk nkˀ mb mpˀ mt mtˀ mɡ mkˀ kt͡ʃ kt͡s ɡz ɡʋ kʋ kˀʋ ks ɡn tk dɡ kt bɡ bɹ pˀl tˀɹ ɹd ɡj ndʁ ntχ nt͡ʃχ nt͡sχ nɡɹ nɡj md͡ʒʋ mʒʋ mt͡ʃχ mt͡χkˀ mkʋ msk msʋ mʃk mt͡skˀ mkˀj t͡ʃχʋ t͡ʃkʋ tkʋ stʋ mskʋ mt͡ʃχʋ pt͡ʃ pt͡ʃˀ bd͡ʒ bd͡z pt͡sˀ ptˀ pkˀ ɡb ɡd͡z kt͡sˀ ptkˀ bd͡ʒɡ pt͡ʃkˀ pt͡ʃʋ pt͡ʃχ bd͡zɡ bʒl pst ptχ pts pχɹ kt͡ʃkˀ kχʋ","i u e o a","# C nk ms ns ɹs ls rt mt lt nt",
"lada1244","lbj","Leh Ladakhi",80.6013,33.468,"Sino-Tibetan","BOOK","Koshal, Sanyukta","1979","Ladakhi Grammar","Motilal Banarsidass",,,,,,,,,"i u ə e o p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ t͡s c͡ç t͡sʰ c͡çʰ d͡z ɟ͡ʝ s ʂ ç h z ʝ r l l̥ m n ɲ ŋ w j","-","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ t͡s c͡ç t͡sʰ c͡çʰ d͡z ɟ͡ʝ s ʂ ç h z ʝ r l l̥ m n ɲ ŋ w j kj kʰj ɡj ɲj sp st sk sm sn sɲ sŋ ʂt ʂk ʂm ʂn ʂɲ ʂŋ zb zd zɡ rt rt͡s rb rd rɡ rɟ͡ʝ lp lt lc͡ç ld lɡ lɟ͡ʝ lz bc͡ç kç ɡɲ ks bd bʝ rɡ brɡj mtʰ mkʰ mt͡sʰ skj ʂkj rɡj","i u ə e o","# p t k s m n ŋ r l ks ps ms ŋs ts ns rs ls",
"lepc1244","lep","Lepcha",88.5726,27.0869,"Sino-Tibetan","PHDTHESIS","Sinhā, Prabhakar","1966","A descriptive grammar of Lepcha",,"Deccan College",,,,,,,,"i ʉ u e ɤ ə o ɛ a ɔ iː ʉː uː eː ɤː əː oː ɛː aː ɔː ĩ ʉ̃ ũ ẽ ɤ̃ ə̃ õ ɛ̃ ã ɔ̃ ĩː ʉ̃ː ũː ẽː ɤ̃ː ə̃ː õː ɛ̃ː ãː ɔ̃ː p t t͡s ʈ t͡ɕ k b d d͡z ɖ d͡ʑ ɡ m n ɲ ŋ r l f s ʃ v z ʒ h j","LR HF","# p t t͡s ʈ t͡ɕ k b d d͡z ɖ d͡ʑ ɡ m n ɲ ŋ r l f s ʃ v z ʒ h j ph pl pr pj th tr tj ts t͡sh ʈh ʈj t͡ɕh kh kl kr kj ks bl br bj dj ɖj ɡl ɡr ɡj ml mj ŋr lj ld͡ʑ rj fl fr fj vj st͡s st sk sb sd sɲ sn sr sl sv sh sm hl hr hj plj phj thj ʈhj khj mlj flj frj hlj hrj sth blj brj ɡlj prj klj","i ʉ u e ɤ ə o ɛ a ɔ iː ʉː uː eː ɤː əː oː ɛː aː ɔː ĩ ʉ̃ ũ ẽ ɤ̃ ə̃ õ ɛ̃ ã ɔ̃ ĩː ʉ̃ː ũː ẽː ɤ̃ː ə̃ː õː ɛ̃ː ãː ɔ̃ː","# p t k b d ɡ l r m n ŋ","It is unclear whether all oral vowels have nasal counterparts. Here it is assumed that they do. The list of triconsonantal onset cluseters is assuemed to be comprehensive."
"lezg1247","lez","Lezgian",47.8951,41.5157,"Nakh-Daghestanian","BOOK","Haspelmath, Martin","1993","A Grammar of Lezgian","Mouton de Gruyter",,,,,,,,,"b d ɡ ɡʷ pʰ tʰ tʰʷ t͡sʰ t͡sʰʷ t͡ʃʰ kʰ kʰʷ qʰ qʰʷ p t tʷ t͡s t͡sʷ t͡ʃ k kʷ q qʷ pʼ tʼ tʼʷ t͡sʼ t͡sʼʷ t͡ʃʼ kʼ kʼʷ qʼ qʼʷ z zʷ ʒ ʁ ʁʷ f s sʷ ʃ x χ χʷ m n l r w j h ʔ i y u e æ a","-","# C CC CCC","i y u e æ a","# C CC",
"lhom1239","lhm","Lhomi",87.7161,27.5948,"Sino-Tibetan","MISC","Vesalainen, Olavi","2014","A grammar sketch of Lhomi",,,,,,,,,,"p t ʈ k pʰ tʰ ʈʰ kʰ t͡s t͡ɕ t͡sʰ t͡ɕʰ s ɕ h l l̥ ɹ m n ŋ w j i y u e ø o a iː aː uː oː","L H","# p t ʈ k pʰ tʰ ʈʰ kʰ t͡s t͡ɕ t͡sʰ t͡ɕʰ s ɕ h l l̥ ɹ m n ŋ w j","i y u e ø o a iː aː uː oː","# C",
"lian1251","njn","Liangmai Naga",93.542,25.16,"Sino-Tibetan","PHDTHESIS","Widinibou","2011","A descriptive analysis of Liangmai",,"Assam University",,,,,,,,"i u e ə o a p pʰ b t tʰ d c͡ç k kʰ ɡ m n ŋ s h z r l w j","R M F","# p pʰ b t tʰ d c͡ç k kʰ ɡ m n ŋ s h z r l w j pr pl kr kl kj kʰr sk sl ɡr tr sw zw","i u e ə o a iu ui ua ai əi ei ao oi ou","# p b t d k m n ŋ h w s nt mp nd ns",
"ligu1248","lij","Ligurian",7.90522,44.0816,"Indo-European","BOOK","Toso, Fiorenzo","1997","Grammatica del genovese: Varietà urbana e di koiné [Grammar of Genovese: Urban variety and koine]","Le Mani",,,,,,,,,"a ɛ ɔ e ø i u y aː ɛː ɔː eː øː iː uː yː p b t d k ɡ f v s z ɕ ʑ t͡ɕ d͡ʑ m n ɲ ŋ r l","-","?","a ɛ ɔ e ø i u y aː ɛː ɔː eː øː iː uː yː VV","?",
"limb1266","lif","Limbu",87.8859,27.2703,"Sino-Tibetan","BOOK","van Driem, George","1987","A Grammar of Limbu","Mouton de Gruyter",,,,,,,,,"k kʰ ŋ t͡ɕ t tʰ n p pʰ b m j r l w s ɦ ʔ i iː eː ɛ ɛː ə a aː ʌ ʌː oː u uː","-","# k kʰ t͡ɕ t tʰ n p pʰ m j l w s h ʔ ŋ Cj Cw Cl","i iː eː ɛ ɛː ə a aː ʌ ʌː oː u uː","# k ŋ t tʰ n p pʰ b m ʔ l",
"lish1246","trg","Lishán Didán",44.37,36.23,"Afro-Asiatic","BOOK","Khan, Geoffrey","2008","The Jewish Neo-Aramaic Dialect of Urmi","Gorgias",,,,,,,,,"p t k q ʔ b d ɡ t͡ʃ d͡ʒ f s ʃ x h w z ʒ j ɣ m n l ɾ i ɪ e a i y","ˠ","# C CC","i ɪ e a i y","# C CC","There is suprasegmental velarization which lowers the F2 of all the segments of a word or its first few segments. Here it is interpreted as a tone and transcribed as <ˠ>."
"lish1247","lsd","Lishana Deni",35.2225,31.7745,"Afro-Asiatic","BOOK","Mutzafi, Hezy","2008","The Jewish Neo-Aramaic Dialect of Betanure (Province of Dihok)","Otto Harrassowitz",,,,,,,,,"b bˤ d dˤ ɡ p pˤ t t?# k q ʔ d͡ʒ t͡ʃ t͡ʃˤ v ð ðˤ z zˤ ʒ ʁ ʕ f θ s sˤ ʃ x ħ h m mˤ n l lˤ ɾ rˤ w j iː eː aː oː uː a ə u","-","?","iː eː aː oː uː a ə u","?",
"lish1245","aij","Lishanid Noshan",44.065281,36.213298,"Afro-Asiatic","BOOK","Khan, Geoffrey","1999","A Grammar of Neo-Aramaic: The Dialect of the Jews of Arbel","Brill",,,,,,,,,"p t t͡s k q ʔ b d d͡z ɡ tˤ f s ʃ x ħ h z ɣ ʕ sˤ m n l ɾ w j i e a aː o u","-","p t t͡s k q ʔ b d d͡z ɡ tˤ f s ʃ x ħ h z ɣ ʕ sˤ m n l ɾ w j CC","i e a aː o u","# p t t͡s k q ʔ b d d͡z ɡ tˤ f s ʃ x ħ h z ɣ ʕ sˤ m n l ɾ w j CC",
"lisu1250","lis","Lisu",98.94,26.91,"Sino-Tibetan","PHDTHESIS","Roop, Delagnel Haigh","1970","A Grammar of the Lisu Language",,"Yale University",,,,,,,,"pʰ tʰ t͡sʰ kʰ p t t͡s k ʔ b d d͡z ɡ m n ŋ f s h v z ɣ l w j ɨ e ø æ ʊ ɛ a ɔ","55 54 33 34 11 113","# pʰ tʰ t͡sʰ kʰ p t t͡s k ʔ b d d͡z ɡ m n ŋ f s h v z ɣ l w j pʰw pw bw mw fw vw tʰw tw dw nw lw t͡sʰw t͡sw d͡zw sw zw kʰw kw ɡw ŋw hw ɣw kʰj kj ɡj nj sj","m n ŋ l ɨ e ø æ ʊ ɛ a ɔ ɨa ea øa ʊa ɨe øe æe ʊe ɛe ae ɔe ɨʊ eʊ øʊ æʊ ʊʊ ɛʊ aʊ ɔʊ","# n ŋ",
"lith1251","lit","Lithuanian",23.9601,55.1429,"Indo-European","BOOK","Vytautas, Ambrazas and Geniušienė, Emma and Girdenis, Aleksas and Sližienė, Nijolė and Tekorienė, Dalija and Valeckienė, Adelė and Valiulytė, Elena","2006","Lithuanian Grammar","Institute of Lithuanian Language",,,,,,,,"2","p b t d k ɡ pʲ bʲ kʲ ɡʲ t͡s d͡z t͡ʃ d͡ʒ t͡sʲ d͡zʲ t͡ʃʲ d͡ʒʲ s z ʃ ʒ sʲ zʲ ʃʲ ʒʲ v j vʲ m n mʲ nʲ l lʲ r rʲ f x ɣ fʲ xʲ ɣʲ iː eː æː ɑː oː uː ɪ ɛ a ʊ ɔ","F R","# C [sʃzʒ][ptkbdɡ] [ptkbdɡ][jlmnrv] [sʃzʒ][jlmnrv] [sʃzʒ][ptkbdɡ][jlrv]","iː eː æː ɑː oː uː ɪ ɛ a ʊ ɔ iɛ uɔ aɪ aʊ ɛɪ ʊɪ ɛʊ ɔɪ ɔʊ ɪl ɪr ɪm ɪn ɛl ɛr ɛm ɛn ʊl ʊr ʊm ʊn al ar am an Vj Vv","# C [jlmnrv][sʃzʒ] [jlmnrv][ptkbdɡ] [ptkbdɡ][sʃzʒ] [jlmnrv][ptkbdɡ][sʃzʒ]",
"lomb1257","lmo","Lombard",9.39509,45.8817,"Indo-European","BOOK","Nicoli, Franco","1983","Grammatica Milanese [Milanese grammar]","Bramante editrice",,,,,,,,,"a ɒ ã b k t͡ʃ d ɛ e ẽ f ɡ d͡ʒ ʒ i ĩ l m n ŋ ɲ ɔ œ p r s z ʃ t u ũ y ỹ v ʎ","-","?","?","?",
"acha1249","acn","Longchuan Achang",97.7438,24.3479,"Sino-Tibetan","BOOK","Dai 戴, Qingxia 庆厦 and Cong 丛, Tiehua 铁华 and Jiang 蒋, Ying 颖 and Li 李, Jie 洁","2005","Xiandaoyu yanjiu 仙岛语研究 [A study of Xiandao]","Zhongyang Minzu Daxue Chubanshe 中央民族大学出版社",,,,,,,,,"p pʰ m m̥ f v t tʰ n n̥ l l̥ t͡s t͡sʰ s ʈ͡ʂ ʈ͡ʂʰ ʂ ʐ k kʰ ŋ ŋ̥ x j ʔ z kʲ kʰʲ ŋʲ ŋ̥ʲ xʲ","55 31 35 51","# p pʰ m m̥ f v t tʰ n n̥ l l̥ t͡s t͡sʰ s ʈ͡ʂ ʈ͡ʂʰ ʂ ʐ k kʰ ŋ ŋ̥ x kj kʰj ŋj ŋ̥j xj j pʐ pʰʐ mʐ m̥ʐ tʐ tʰʐ kʐ kʰʐ ŋʐ xʐ ɣʐ","n z i e ɛ a ɔ o u ɤ ɯ ai ɔi ui iu au iau ia ua","# m n ŋ p t k ʔ","Rhoticized consonants (/Cʐ/) are treated as consonant clusters, contra the monophonemic analysis of the source, as they are absent in PanPhon."
"lowe1385","dsb","Lower Sorbian",13.9407,51.6621,"Indo-European","BOOK","Stone, Gerald","1993","Sorbian","Routledge",,"The Slovanic languages","Comrie, Bernard and Corbett, Greville G.",,"593--685",,,,"i e ɛ a ɔ o u p pʲ t k b bʲ d ɡ t͡s t͡ɕ t͡ʃ f s ɕ ʃ x h w wʲ v z ʑ ʒ m mʲ n nʲ l r rʲ j","-","?","?","?","``Alveolar'' sibilants (transcribed as <tʃ ʃ ʒ>) are interpreted as alveolo-palatal, whereas ``pre-palatal'' (also transcribed as <tʃ ʃ ʒ>) are interpreted as palato-alveolar."
"mace1250","mkd","Macedonian",21.7932,41.5957,"Indo-European","BOOK","Groen, B. M.","1977","A structural description of the Macedonian dialect of Dihovo: phonology, morphology, texts, lexicon","The Peter de Ridder Press",,,,,,,,,"i u e ə o a b p v f m d t z s n r l ʝ ç ʎ j ɡ k","-","# b p v f m d t z s n r l ʝ ç ʎ j ɡ k br bl bʎ dv dz dʝ dn dr dl ɡn ɡr ɡl ɡʎ ɡj vd vn vr vl vʎ vj zb zd zɡ zm zn zl ʝn pr pl pʎ pj tv tk ts tç tr tl tʎ kv kn kr kl kʎ kj fn fr sv sp st sk sm sn sl sʎ sj çv çp çt çk çn mn mr ml mʎ dzv dʝv dʝm tsv tçm tçp pts zdr zɡr zɡl skl skr str smr spr spʎ ʝdr çkr çkj dʎ km çm","r i u e ə o a","# b p v f m d t z s n r l ʝ ç ʎ j ɡ k kt kj ts tç ft nt nj rt lk lt ln jt jf js jç jn rtç","The source does not mention whether the vowel sequences are homosyllabic. Here they are interpreted as heterosyllabic."
"maga1260","mag","Magahi",85.3335,25.0915,"Indo-European","PHDTHESIS","Sinha, Anil Chandra","1966","Phonology and morphology of a Magahi dialect",,"Deccan College",,,,,,,,"i u e ə o ɛ a ɔ ĩ ũ ẽ ə̃ õ ɛ̃ ã iː uː p t̪ t c k b d̪ d ɟ ɡ m n ŋ l r s h w j","-","# p t̪ t c k b d̪ d ɟ ɡ m n l r s h w j ph t̪r t̪h t̪j th tr ch kj kh kl bh bj d̪h d̪w dh ɟh ɡl ɡr ɡh ɡw ɡj ml mj nj sl sr sj sw CCC","i u e ə o ɛ a ɔ ĩ ũ ẽ ə̃ õ ɛ̃ ã iː uː","# p t̪ t c k b d̪ d ɟ ɡ m n ŋ l r s h w j pt ph t̪h t̪r th ch kt ks kh kj bd̪ bɟ bh bj d̪h d̪r ɟh ɟj ɡh nt nc nd̪ nɟ ns ŋk ŋɡ nj lp lt ld ls rp rt̪ rc rk rb rd̪ rɟ rɡ rm rn rs rh rl st̪ st sk sm sj ht hj wp wt̪ wk wɟ wm wn wr jt̪ jb jd̪ jn js jh jr jl CCC",
"mait1250","mai","Maithili",86.2211,26.3817,"Indo-European","BOOK","Ramawatar Yadav","1996","A Reference Grammar of Maithili","Mouton de Gruyter",,,,,,,,,"i e æ ə a u ɔ o ĩ ũ ẽ õ æ̃ ə̃ ã ɔ̃ p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ m n ɾ s l h","-","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ m n ɾ s l h pɾ bɾ b̤ɾ tɾ dɾ d̤ɾ ʈɾ ɖɾ kɾ ɡɾ ɡ̤ɾ pl kl ɡl sp spʰ st stʰ sʈ sk sɾ sl sm sn mɾ nɾ ml hɾ stɾ smɾ","i e æ ə a u ɔ o ĩ ũ ẽ õ æ̃ ə̃ ã ɔ̃ iæ iə ia io iu eu əi əe əa əu ai ae ao au oi oe oa ui ua iau əuæ iəu əia əua uia","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ m n ɾ s l h pt bd bd̤ bɟ͡ʝ kt kʈ kʰt ɡd̤ ɡɟ͡ʝ ts ks pɾ bɾ tɾ dɾ ɟ͡ʝɾ kɾ ɡɾ tl kl tm dm km kʰm pn tn ɡn ɡ̤n sp st stʰ sʈ sɾ sm sn ɾp ɾpʰ ɾb ɾb̤ ɾt ɾtʰ ɾd ɾd̤ ɾʈ ɾɖ ɾc͡ç ɾɟ͡ʝ ɾk ɾkʰ ɾɡ ɾɡ̤ lp lpʰ ld lɖ lk mp mpʰ mb mb̤ nt nd nd̤ nʈ nɖ nɖ̤ nc͡ç nɟ͡ʝ ɾs ns ɾm lm mɾ ml mn nm ɾh lh mh nh","``The use of consonant clusters, especially in initial and final positions, denotes a marked degree of formality and the speaker's knowledge of languages like Sanskrit, Hindi-Urdu, and English. Uneducated speakers of Maithili use the least number of clusters'' (p. 31)."
"mala1533","mcm","Malacca-Batavia Portuguese Creole",102.262059,2.188087,"Indo-European","BOOK","Maurer, Philippe","2011","The former Portuguese Creole of Batavia and Tugu (Indonesia)","Battlebridge",,,,,,,,,"a e i o u j w p t k b d ɡ t͡ʃ d͡ʒ f s v m n ɲ ŋ l r","-","# C","a e i o u ja jo wa aj ej oj aw iw","# k l m n ŋ p r s t","Onset consonant clusters were not listed as they tended to be resolved via vowel epenthesis or liquid deletion in the Tugu variety."
"mala1463","mjr","Malavedan",77.2038,8.85517,"Dravidian","PHDTHESIS","Hyrunnisa Beegum, A.","1991","Language of Malavedas",,"University of Kerala",,,,,,,,"i e a u o iː eː aː uː oː iː p t̪ d t ʈ c ɟ k m n ɳ ɲ l ɭ ɾ ʋ j s pː t̪ː dː tː ʈː cː ɟː kː mː nː ɳː ɲː lː ɭː ɾː ʋː jː sː","-","# p t̪ d t ʈ c ɟ k m n ɳ ɲ l ɭ ɾ ʋ j s pː t̪ː dː tː ʈː cː ɟː kː mː nː ɳː ɲː lː ɭː ɾː ʋː jː sː pt pɭ tl sn kɭ kt mt ʋɾ ʋj st̪ t̪t ɾj ɾt","i e a u o iː eː aː uː oː iː","# p t̪ d t ʈ c ɟ k m n ɳ ɲ l ɭ ɾ ʋ j s pː t̪ː dː tː ʈː cː ɟː kː mː nː ɳː ɲː lː ɭː ɾː ʋː jː sː",
"mala1464","mal","Malayalam",76.7651,9.59208,"Dravidian","BOOK","R. E. Asher and T. C. Kumari","1997","Malayalam","Routledge",,,,,,,,,"p t̪ t ʈ c k b d ɖ ɟ ɡ s ʂ ʃ h m n̪ n ɳ ɲ ŋ ɾ r l ɭ ɻ ʋ j i iː u uː e eː o oː a aː","-","# p t̪ t ʈ c k b d ɖ ɟ ɡ s ʂ ʃ h m n̪ n ɳ ɲ ŋ ɾ r l ɭ ʋ j kj kɾ kl kʋ kʂ kɭ ɡj ɡɾ ɡɭ cj ɟɲ ɟj ɟʋ ʈɾ ɖɾ t̪j t̪ɾ t̪ʋ dj dɾ dʋ nj pj pɾ pl pʂ ps pɭ pr bɾ bl mj mɾ ml mɭ ʋj ʋɾ ʃm ʃj ʃɾ ʃl ʃʋ sk st sp sm sj sɾ sl sʋ sʂ hɾ hl hʋ hʂ str ʂʋ ɾj cɾ cʋ kk tt pp cc ʈʈ ɳɳ t̪t̪ n̪n̪ mm ʈj","i iː u uː e eː o oː a aː ə aj ej oj aʋ","# p t̪ k b d ɟ ɡ s ʂ ʃ h m n̪ n ɳ ɲ ŋ ɾ r l ɭ ɻ ʋ j","Aspirated consonants treated as unaspirated equivalents, as the source indicates that they are not pronounced with aspiration by all speakers."
"malt1254","mlt","Maltese",14.4508,35.8884,"Afro-Asiatic","BOOK","Borg, Albert and Azzopardi-Alexander, Marie","1997","Maltese","Routledge",,,,,,,,,"p b m t d n k ɡ ʔ f v s z ʃ h t͡ʃ d͡ʒ t͡s j w l r ɐ ɛ ɪ ɔ ʊ ɐː ɛː iː ɔː uː ɪː","-","# p b m t d n k ɡ ʔ f v s z ʃ h t͡ʃ d͡ʒ t͡s j w l r [ptkfsʃ][ptkfsʃt͡ʃt͡s] [bdɡvzd͡ʒ][bdɡvzd͡ʒ] ʔC hC Cm Cn Cl Cr Cw Cj [sʃzpb][ptkfbdɡ][tmnrljwfh]","m n l r ɐ ɛ ɪ ɔ ʊ ɐː ɛː iː ɔː uː ɪː ɐʊ ɐɪ ɛʊ ɛɪ ɪʊ ɔɪ ɔʊ","# p m t n k ʔ f s ʃ h t͡ʃ t͡s j w l r mp mt mʃ mh nt nk ns nʃ nt͡ʃ lp lt lk lʔ lf ls lʃ lh lt͡ʃ lt͡s lm rp rt rk rʔ rf rs rʃ rh rt͡ʃ rt͡s rm [wj][ptkʔfsʃht͡ʃt͡smnlr] pt ps pʃ ph kt ks kʃ st sk sʃ sʔ ft fs fʃ ʃt ʃk t͡ʃt ʔt ʔs ʔʃ ht hʃ hʔ","Only word-initial and word-final clusters described, word-medial clusters not fully described."
"manc1252","mnc","Manchu",126.557,47.3122,"Tungusic","INCOLLECTION","Zikmundová, Veronika and Gao, Wa","2023","Spoken Manchu","Routledge",,"The Tungusic languages","Vovin, Alexander and Alonso de la Fuente, José Andrés and Janhunen, Juha",,"463--482",,,,"u i o ə a m n ŋ p t t͡ʃ k pʰ tʰ t͡ʃʰ kʰ f s ʃ x w j l","-","# C","u i o ə a ai əi ia iə io ua ui","# m n ŋ l","Sanjiazi variety."
"mand1415","cmn","Mandarin Chinese",116.228,40.0209,"Sino-Tibetan","BOOK","Duanmu, San","2007","The phonology of standard Chinese","Oxford University Press",,,,,,,,,"p pʰ t tʰ k kʰ t͡s t͡sʰ ʈ͡ʂ ʈ͡ʂʰ f s ʂ ʐ x m n ŋ l i y u ə a ə˞","H LH L HL","# p pʰ t tʰ k kʰ t͡s t͡sʰ ʈ͡ʂ ʈ͡ʂʰ f s ʂ ʐ x m n l y i u","ʐ i y u ə a ə˞ əi əu ai au","# n ŋ ə˞",
"mang1378","zng","Mang",102.133,21.4305,"Austroasiatic","BOOK","Gao 高, Yongqi 永奇","2003","Mangyu yanjiu 莽語硏究 [The study of Mang language]","Minzu Chubanshe 民族出版社",,,,,,,,,"p t k b d ɡ m n ŋ v l θ t͡ɕ ɲ ʑ h ɣ ʔ i y e ø ɛ a ɐ ɔ o ə ɯ u","55 35 51 31","p t k b d ɡ m n ŋ v l θ t͡ɕ ɲ ʑ h ɣ ʔ pl bl pɣ ɡɣ","i y e ø ɛ a ɐ ɔ o ə ɯ u aɯ au ai iɯ iɛ iau uaɯ ua ui ɯa uɯ ei ɔi əi eɯ eu ɐi","# l p t k m n ŋ ʔ",
"minh1238",,"Mangghuer",102.84406,35.97515,"Mongolic-Khitan","BOOK","Slater, Keith W.","2003","A Grammar of Mangghuer: A Mongolic language of China's Qinghai-Gansu Sprachbund","RoutledgeCurzon",,,,,,,,,"pʰ tʰ kʰ qʰ p t k q t͡sʰ t͡ɕʰ ʈ͡ʂʰ t͡s t͡ɕ ʈ͡ʂ f s ɕ ʂ χ m n ŋ l ɻ w j i e a o u","-","# pʰ tʰ kʰ qʰ p t k q t͡sʰ t͡ɕʰ ʈ͡ʂʰ t͡s t͡ɕ ʈ͡ʂ f s ɕ ʂ χ m n pʰj tʰj kʰj qʰj pj tj kj qj t͡sʰj t͡ɕʰj ʈ͡ʂʰj t͡sj ʈ͡ɕj ʈ͡ʂj fj sj ɕj ʂj χj mj nj lj ɻj wj pʰw tʰw kʰw qʰw pw tw kw qw t͡sʰw t͡ɕʰw ʈ͡ʂʰw t͡sw t͡ɕw ʈ͡ʂw fw sw ɕw ʂw χw mw nw lw ɻw jw","i e a o u","# ɻ ŋ n j w",
